parasite_load	None	None	Moderate	Moderate	None	Moderate	Moderate	Moderate	Low	Low	None	None	Moderate	Low	None	Low	Low	Low	None	Low	Moderate	None	Low	Moderate	Low	Moderate	Low	None	Moderate	Low	Low	Low	Moderate	Moderate	Low	Moderate	Low	None	Low	None	None	None	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	None	Low	Moderate	Moderate	Low	None	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	None	Moderate	None	Low	None	Moderate	None	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Low	None	None	None	Low	Low	None	None	Low	Low	Low	Low	Low	Moderate
subject_id	AGMB1	AGMB2	AGMB3	AGMB4	AGMB5	AGMB6	AGMB7	FRCMB1	FRCMB2	FRCMB3	FRCMB4	FRCMB5	G12MB1	G12MB10	G12MB11	G12MB13	G12MB14	G12MB16	G12MB17	G12MB2	G12MB3	G12MB4	G12MB5	G12MB6	G12MB7	G12MB8	G12MB9	G2MB1	G2MB10	G2MB11	G2MB12	G2MB13	G2MB14	G2MB15	G2MB2	G2MB3	G2MB4	G2MB6	G2MB7	G2MB8	G2MB9	LFGMB1	LSGMB1	LSGMB10	LSGMB11	LSGMB13	LSGMB14	LSGMB15	LSGMB16	LSGMB17	LSGMB19	LSGMB20	RSGMB1	RSGMB3	RSGMB4	RSGMB5	RSGMB6	RSGMB7	UNKGMB10	UNKGMB11	UNKGMB12	UNKGMB13	UNKGMB14	UNKGMB15	UNKGMB17	UNKGMB18	UNKGMB19	UNKGMB20	UNKGMB21	UNKGMB22	UNKGMB23	UNKGMB24	UNKGMB25	UNKGMB26	UNKGMB27	UNKGMB28	UNKGMB29	UNKGMB30	UNKGMB33	UNKGMB34	UNKGMB35	UNKGMB36	UNKGMB37	UNKGMB38	UNKGMB4	UNKGMB5	UNKGMB6	UNKGMB7	UNKGMB8	UNKGMB9	URGMB1	URGMB10	URGMB11	URGMB12	URGMB13	URGMB14	URGMB2	URGMB3	URGMB4	URGMB5	URGMB6	URGMB7	URGMB8	URGMB9
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Helicobacteraceae.g__Helicobacter	-1.3733589	-1.4797357	-1.4418282	-1.4005464	-1.30846	-0.6103823	-1.3031087	-1.1753112	-0.9273592	-0.3962277	-0.8747705	-1.3379224	-1.4460849	-1.4873691	-1.2768054	-1.3770746	-1.3524663	-1.2154683	-1.3788431	-1.3980065	-1.2745261	-1.2404597	-1.5785576	-1.4898479	-1.1755128	-1.3733164	-1.2750754	-1.2576732	-1.6140384	-1.6123478	-1.2992151	-0.9951475	-1.919451	-1.3457614	-1.2201833	-1.418683	-1.2612432	-1.3037433	-1.8269496	-1.47417	-1.051757	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-1.3942466	-1.4650755	-1.3718783	-1.3715153	-1.301793	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	-1.1906515	-1.232962	-1.3109357	-0.4867866	-1.3314832	-1.2201756	-1.2592366	-1.2470282	-1.2779443	-1.3384904	-1.3659894	-0.5803559	-1.1822655	-0.475786
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Aeromonadaceae.g__	-0.68146312	-1.47973567	-1.44182822	0.38999646	-1.30846003	0.08276483	-0.61126798	-1.17531117	-0.92735919	-1.08704151	-0.87477051	-1.33792241	0.63207544	-0.79532537	-1.27680541	-1.37707463	-1.35246633	-1.21546826	-1.37884309	-1.3980065	-1.27452605	-0.54840622	-1.5785576	-1.48984788	-1.17551284	-0.68159001	-1.27507539	-1.2576732	-1.61403844	-1.6123478	-1.29921509	-1.68737376	-1.91945101	-1.3457614	-1.22018331	-1.41868298	-1.26124323	-1.30374333	-1.82694964	-1.47417	-1.74398181	-1.44314392	-1.4632791	-1.6503841	-1.45782059	-1.65952137	-1.38759769	-1.40034627	-1.45567698	-1.45677265	-1.51463886	-1.50335995	-1.53297912	-1.55440995	-1.3942466	-1.46507553	-1.37187831	-1.37151528	-1.30179305	-1.28129353	-1.56810868	-1.44851555	-1.58090365	-1.47653276	-1.55025701	-1.46288528	-1.47811769	-1.3968404	-1.47767338	-1.502313	-1.39391961	-1.33152734	-1.41471091	-1.26273621	-1.41852679	-1.35582331	-1.28593422	-1.53171075	-1.35046995	-1.35438055	-1.45743154	-1.40964044	-1.60222542	-1.3095832	-1.48403086	-1.44156652	-1.45205663	-1.49409722	-1.48345299	-1.29380915	-1.19065153	-1.23296201	-1.31093567	-1.17753038	-1.33148322	-1.22017556	-1.25923655	-1.2470282	-1.27794426	-1.33849044	-1.36598943	-1.27190544	-1.18226547	-1.16745335
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__	1.88348623	0.82171022	1.04182293	-0.01546865	0.48210883	3.9847375	2.43325446	-1.17531117	0.45741921	3.15912037	0.51027222	0.45188237	2.07899442	-0.10217819	-1.27680541	-0.68509052	0.43833779	-0.52325448	-1.37884309	-0.70613897	1.20933781	0.55020607	0.21209096	0.81137304	0.20951734	1.39785154	0.1093292	-1.2576732	-1.61403844	0.4659694	-1.29921509	-1.68737376	0.56455334	-0.65412118	-1.22018331	-0.72669476	-1.26124323	1.17946078	-1.82694964	-1.47417	1.1454676	-0.75073204	-1.4632791	-1.6503841	-1.45782059	-0.96719949	-1.38759769	-1.40034627	-1.45567698	-1.45677265	-1.51463886	-1.50335995	-1.53297912	-1.55440995	0.39661825	-1.46507553	-1.37187831	-1.37151528	-1.30179305	-1.28129353	0.22295845	0.63006633	0.72082763	-1.47653276	-1.55025701	-1.46288528	-1.47811769	-1.3968404	-0.78540422	-1.502313	-1.39391961	-1.33152734	-1.41471091	-1.26273621	-1.41852679	-1.35582331	-1.28593422	-1.53171075	-1.35046995	-1.35438055	-0.07202806	-1.40964044	1.86281099	-1.3095832	-1.48403086	-1.44156652	-1.45205663	-1.49409722	-1.48345299	-1.29380915	-1.19065153	-1.23296201	-1.31093567	-1.17753038	-1.33148322	-1.22017556	-1.25923655	-0.55552298	-1.27794426	-1.33849044	-1.36598943	-0.58035591	-1.18226547	-1.16745335
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Citrobacter	-1.37335889	0.82171022	0.34867575	-0.01546865	-1.30846003	2.33405663	0.0818792	-1.17531117	-0.92735919	-1.08704151	-0.18287496	0.04641726	1.81073043	-0.79532537	-1.27680541	-1.37707463	0.03287268	0.57535781	-1.37884309	-0.01299179	-0.58242166	0.55020607	0.21209096	0.30054742	-1.17551284	-0.68159001	-0.58381798	-1.2576732	-1.61403844	-1.6123478	-1.29921509	-1.68737376	-1.91945101	-0.65412118	-1.22018331	-1.41868298	-1.26124323	-1.30374333	-1.82694964	-1.47417	-1.74398181	-1.44314392	-1.4632791	-1.6503841	-1.45782059	-1.65952137	-1.38759769	-1.40034627	-1.45567698	-1.45677265	-1.51463886	-1.50335995	-1.53297912	-1.55440995	-1.3942466	-1.46507553	-1.37187831	-1.37151528	-1.30179305	-1.28129353	-1.56810868	-1.44851555	-1.58090365	-1.47653276	-1.55025701	-1.46288528	-1.47811769	-1.3968404	-1.47767338	-1.502313	-1.39391961	-1.33152734	-1.41471091	-1.26273621	-1.41852679	-1.35582331	-1.28593422	-1.53171075	-1.35046995	-1.35438055	-1.45743154	-1.40964044	-1.60222542	-1.3095832	-1.48403086	-1.44156652	-1.45205663	-1.49409722	-1.48345299	-1.29380915	-1.19065153	-1.23296201	-1.31093567	-1.17753038	-1.33148322	-1.22017556	-1.25923655	-1.2470282	-1.27794426	-1.33849044	-1.36598943	-1.27190544	-1.18226547	-1.16745335
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Enterobacter	-0.6814631	-0.7877277	-1.4418282	-1.4005464	-0.6165035	-0.6103823	-1.3031087	-1.1753112	-0.9273592	-0.3962277	-0.8747705	-1.3379224	-1.4460849	-1.4873691	-1.2768054	-1.3770746	-1.3524663	-1.2154683	-1.3788431	-1.3980065	-1.2745261	-1.2404597	-1.5785576	-1.4898479	-1.1755128	-1.3733164	-1.2750754	-1.2576732	-1.6140384	-1.6123478	-1.2992151	-1.6873738	-1.919451	-0.6541212	-1.2201833	-1.418683	-1.2612432	-1.3037433	-1.8269496	-1.47417	-1.7439818	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-1.3942466	-1.4650755	-1.3718783	-1.3715153	-1.301793	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	-1.1906515	-1.232962	-1.3109357	-1.1775304	-1.3314832	-1.2201756	-1.2592366	-1.2470282	-1.2779443	-1.3384904	-1.3659894	-1.2719054	-1.1822655	-1.1674534
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Erwinia	-0.6814631	-0.7877277	-1.4418282	-1.4005464	-1.30846	-1.3023072	-1.3031087	-1.1753112	-0.9273592	-0.3962277	-0.8747705	-1.3379224	-0.7542189	-1.4873691	-1.2768054	-0.6850905	-1.3524663	-1.2154683	-1.3788431	-1.3980065	-0.5824217	-1.2404597	-1.5785576	-1.4898479	-1.1755128	-1.3733164	-1.2750754	-1.2576732	-1.6140384	-1.6123478	-1.2992151	-1.6873738	-0.1285938	-1.3457614	-1.2201833	-1.418683	-1.2612432	-1.3037433	-0.4415281	-1.47417	-1.7439818	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-0.763306	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-1.3942466	-1.4650755	-1.3718783	-1.3715153	-1.301793	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-0.6621513	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	-1.1906515	-1.232962	-1.3109357	-1.1775304	-1.3314832	-1.2201756	-1.2592366	-1.2470282	-1.2779443	-1.3384904	-1.3659894	-1.2719054	-1.1822655	-1.1674534
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__	0.92797479	-1.47973567	-1.44182822	-0.70861583	0.07664372	0.08276483	-1.3031087	-1.17531117	-0.92735919	-1.08704151	-0.87477051	-1.33792241	-1.44608486	-1.48736912	-1.27680541	-1.37707463	-1.35246633	-1.21546826	-1.37884309	-1.3980065	-1.27452605	-1.24045973	-1.5785576	-1.48984788	-1.17551284	-1.37331639	-1.27507539	-1.2576732	-1.61403844	-1.6123478	-0.60740689	-1.68737376	-1.91945101	-1.3457614	-1.22018331	-1.41868298	-1.26124323	0.08084849	-1.82694964	-1.47417	-1.74398181	-1.44314392	-1.4632791	-1.6503841	-1.45782059	-1.65952137	-1.38759769	-1.40034627	-1.45567698	-1.45677265	-1.51463886	-1.50335995	-1.53297912	-1.55440995	-1.3942466	-1.46507553	-1.37187831	-1.37151528	-1.30179305	-1.28129353	-1.56810868	-1.44851555	-1.58090365	-1.47653276	-1.55025701	-1.46288528	-1.47811769	-1.3968404	-1.47767338	-1.502313	-1.39391961	-1.33152734	-1.41471091	-1.26273621	-1.41852679	-1.35582331	-1.28593422	-1.53171075	-1.35046995	-1.35438055	-1.45743154	-1.40964044	-1.60222542	-1.3095832	-1.48403086	-1.44156652	-1.45205663	-1.49409722	-1.48345299	-1.29380915	-1.19065153	-1.23296201	-1.31093567	-1.17753038	-1.33148322	-1.22017556	-1.25923655	-1.2470282	-1.27794426	-1.33849044	-1.36598943	-1.27190544	-1.18226547	-1.16745335
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Aggregatibacter	0.70483124	-0.09458051	-1.44182822	-0.70861583	0.07664372	0.08276483	-0.61126798	-1.17531117	-0.92735919	-1.08704151	-0.87477051	-1.33792241	1.32522262	-1.48736912	-1.27680541	-1.37707463	-1.35246633	-0.52325448	-1.37884309	-1.3980065	-1.27452605	-0.54840622	-1.5785576	-1.48984788	-1.17551284	-1.37331639	-1.27507539	-1.2576732	-1.61403844	-1.6123478	-1.29921509	-1.68737376	-1.91945101	-1.3457614	-1.22018331	-0.72669476	-1.26124323	-1.30374333	-1.13467528	-1.47417	-1.74398181	-1.44314392	-1.4632791	-1.6503841	-1.45782059	-1.65952137	-1.38759769	-1.40034627	-1.45567698	-1.45677265	-1.51463886	-1.50335995	-1.53297912	-1.55440995	-1.3942466	-1.46507553	-1.37187831	-1.37151528	-1.30179305	-1.28129353	-1.56810868	-1.44851555	-1.58090365	-1.47653276	-1.55025701	-1.46288528	-1.47811769	-1.3968404	-1.47767338	-1.502313	-1.39391961	-1.33152734	-1.41471091	-1.26273621	-1.41852679	-1.35582331	-1.28593422	-1.53171075	-1.35046995	-1.35438055	-1.45743154	-1.40964044	-1.60222542	-1.3095832	-1.48403086	-1.44156652	-1.45205663	-1.49409722	-1.48345299	-1.29380915	-1.19065153	-1.23296201	-1.31093567	-1.17753038	-1.33148322	-1.22017556	-1.25923655	-1.2470282	-1.27794426	-1.33849044	-1.36598943	-1.27190544	-1.18226547	-1.16745335
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Necropsobacter	3.5232295	3.04091371	-1.44182822	1.9304415	1.32940669	2.52511187	1.95368138	-1.17531117	-0.92735919	-1.08704151	-0.87477051	-1.33792241	1.32522262	-1.48736912	-1.27680541	-1.37707463	0.03287268	-1.21546826	-1.37884309	-1.3980065	-1.27452605	-1.24045973	-0.88652133	-1.48984788	-1.17551284	-0.68159001	-1.27507539	-0.56593694	0.8699374	-1.6123478	-1.29921509	-1.68737376	-1.91945101	-1.3457614	-1.22018331	-1.41868298	-1.26124323	0.4863136	-0.036063	-1.47417	-1.74398181	-1.44314392	-1.4632791	-1.6503841	-1.45782059	-1.65952137	-1.38759769	-1.40034627	-1.45567698	-1.45677265	-1.51463886	-1.50335995	-1.53297912	-1.55440995	-1.3942466	-1.46507553	-1.37187831	-1.37151528	-1.30179305	-1.28129353	-1.56810868	-1.44851555	-1.58090365	-1.47653276	-1.55025701	-1.46288528	-1.47811769	-1.3968404	-1.47767338	-1.502313	-1.39391961	-1.33152734	-1.41471091	-1.26273621	-1.41852679	-1.35582331	-1.28593422	-1.53171075	-1.35046995	-1.35438055	-1.45743154	-1.40964044	-1.60222542	-1.3095832	-1.48403086	-1.44156652	-1.45205663	-1.49409722	-1.48345299	-1.29380915	-1.19065153	-1.23296201	-1.31093567	-1.17753038	-1.33148322	-1.22017556	-1.25923655	-1.2470282	-1.27794426	-1.33849044	-1.36598943	-1.27190544	-1.18226547	-1.16745335
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Pasteurella	1.5157615	-1.4797357	-0.7499365	-1.4005464	-1.30846	-0.6103823	-1.3031087	-1.1753112	-0.9273592	-1.0870415	-0.8747705	-0.6467299	-1.4460849	-1.4873691	-1.2768054	-1.3770746	-1.3524663	-0.5232545	-1.3788431	-1.3980065	-1.2745261	-1.2404597	-1.5785576	-1.4898479	-1.1755128	-1.3733164	-1.2750754	-1.2576732	-1.6140384	-1.6123478	-0.6074069	-1.6873738	-1.919451	-1.3457614	-1.2201833	-1.418683	-1.2612432	-1.3037433	-1.8269496	-0.782261	-1.7439818	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-1.3942466	-1.4650755	-1.3718783	-1.3715153	-1.301793	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	-1.1906515	-1.232962	-1.3109357	-1.1775304	-1.3314832	-1.2201756	-1.2592366	-1.2470282	-1.2779443	-1.3384904	-1.3659894	-1.2719054	-1.1822655	-1.1674534
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	0.70483124	0.3108846	5.97269326	0.67767853	0.07664372	-1.30230721	0.48734431	1.12612411	0.86288432	-0.39622769	1.2034194	0.45188237	2.07899442	-0.79532537	-1.27680541	-1.37707463	0.03287268	-1.21546826	-1.37884309	1.37330257	1.61480292	0.83788814	0.21209096	0.30054742	0.20951734	-0.68159001	-0.58381798	-1.2576732	-1.61403844	5.71824283	-1.29921509	-1.68737376	-0.12859384	0.44449111	-1.22018331	-0.03354758	-1.26124323	-1.30374333	-1.82694964	-1.47417	1.89268201	-1.44314392	-1.4632791	1.87516353	-1.45782059	-0.27405231	-1.38759769	-1.40034627	-1.45567698	-1.45677265	-0.12916673	-1.50335995	-1.53297912	-1.55440995	-1.3942466	-1.46507553	-1.37187831	-0.6792826	-1.30179305	-1.28129353	-1.56810868	-1.44851555	-1.58090365	-1.47653276	-1.55025701	-1.46288528	-1.47811769	0.68150782	-1.47767338	0.28856948	-1.39391961	-1.33152734	-1.41471091	-1.26273621	-1.41852679	0.72278772	-1.28593422	-1.53171075	-1.35046995	-1.35438055	-1.45743154	-1.40964044	2.58672983	-1.3095832	-1.48403086	-1.44156652	-1.45205663	-1.49409722	-0.09803167	-1.29380915	-1.19065153	-1.23296201	-1.31093567	-1.17753038	-1.33148322	-1.22017556	-1.25923655	-1.2470282	-1.27794426	-1.33849044	-1.36598943	-1.27190544	-1.18226547	-1.16745335
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	-1.373358889	-0.094580508	-1.441828223	-1.400546384	-1.308460028	0.082764833	-1.303108702	0.615298488	-0.927359192	0.702384594	-0.874770511	0.45188237	-0.061071746	0.303286914	-0.585085762	0.008056664	-0.660274498	0.1698927	-1.378843091	-0.706138967	0.110725521	0.55020607	-0.886521329	-1.489847885	-0.483629842	1.957467323	-0.583817979	-0.565936941	0.176790221	0.178287328	-1.299215088	0.103464833	-0.534058952	-0.654121181	-1.220183307	-0.033547578	-0.569547193	-1.303743327	0.811234865	1.414963584	0.046855315	1.328709503	1.020648928	0.140562473	-0.072243275	1.112242053	0.913995925	0.90129339	0.62298836	0.334172316	0.969445563	1.134733456	1.105251688	-0.862008458	-0.008846855	0.32577965	0.929724693	0.707011763	-1.301793047	-1.281293532	0.916105631	0.342384255	0.210002002	0.31441179	0.240724438	-1.462885284	0.312708073	1.086972928	1.779545138	0.981716659	-0.00895577	-1.331527344	0.37622326	-1.26273621	-1.41852679	-1.355823313	-1.285934224	-0.146264485	-1.350469952	-1.354380554	-0.072028064	0.668848147	0.699660182	-1.309583202	1.154183292	-1.441566516	-1.452056634	1.395409862	1.000580621	-0.601621946	-0.499059673	-1.232962009	0.479369422	-1.177530375	0.458909274	-1.220175561	-1.259236554	0.137624198	-1.277944256	-1.338490438	-1.365989429	0.518256378	-1.182265467	-1.167453355
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Sinobacteraceae.g__	-1.3733589	-1.4797357	-1.4418282	-1.4005464	-1.30846	-1.3023072	-1.3031087	-1.1753112	-0.9273592	-1.0870415	-0.8747705	-1.3379224	-1.4460849	-1.4873691	-1.2768054	-1.3770746	-1.3524663	-1.2154683	-1.3788431	-1.3980065	-1.2745261	-1.2404597	-0.8865213	-1.4898479	-1.1755128	-1.3733164	-1.2750754	-1.2576732	0.1767902	-1.6123478	-1.2992151	-0.3020003	0.3822318	-1.3457614	-1.2201833	-0.7266948	-1.2612432	-1.3037433	-1.8269496	-0.782261	-1.051757	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-1.6595214	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-1.3942466	-1.4650755	-1.3718783	-1.3715153	-1.301793	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-0.7597401	-1.4940972	-1.483453	-1.2938091	-0.4990597	-1.232962	-1.3109357	-1.1775304	-0.639703	-1.2201756	-1.2592366	-1.2470282	0.1068894	-1.3384904	-1.3659894	-0.5803559	-1.1822655	-0.475786
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Sinobacteraceae.g__Steroidobacter	-1.37335889	-1.47973567	-1.44182822	-1.40054638	-1.30846003	-1.30230721	-1.3031087	-1.17531117	-0.92735919	-1.08704151	-0.87477051	-1.33792241	-1.44608486	-1.48736912	-1.27680541	-1.37707463	-0.6602745	-1.21546826	-1.37884309	-1.3980065	-1.27452605	-1.24045973	-1.5785576	-1.48984788	-1.17551284	-1.37331639	-1.27507539	-1.2576732	-0.22867489	-1.6123478	-1.29921509	-0.30200028	1.07537896	-0.65412118	-1.22018331	-1.41868298	-1.26124323	-1.30374333	0.47476263	-0.08911381	-1.74398181	-1.44314392	-1.4632791	-1.6503841	-1.45782059	-1.65952137	-1.38759769	-1.40034627	-1.45567698	-1.45677265	-1.51463886	-1.50335995	-1.53297912	-1.55440995	-1.3942466	-1.46507553	-1.37187831	-1.37151528	-1.30179305	-1.28129353	-1.56810868	-1.44851555	-1.58090365	-1.47653276	-1.55025701	-1.46288528	-1.47811769	-1.3968404	-1.47767338	-1.502313	-1.39391961	-1.33152734	-1.41471091	-1.26273621	-1.41852679	-1.35582331	-1.28593422	-1.53171075	-1.35046995	-1.35438055	-1.45743154	-1.40964044	-1.60222542	-1.3095832	-1.48403086	-1.44156652	-1.45205663	-1.49409722	-1.48345299	-1.29380915	-1.19065153	-1.23296201	-0.61924287	-1.17753038	-0.63970301	-1.22017556	-1.25923655	-1.2470282	-1.27794426	-1.33849044	-1.36598943	-1.27190544	-1.18226547	-1.16745335
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__	-1.37335889	-1.47973567	-1.44182822	-1.40054638	-1.30846003	-1.30230721	-1.3031087	-0.4833138	-0.92735919	-1.08704151	-0.87477051	-1.33792241	-1.44608486	-1.48736912	-1.27680541	-1.37707463	-1.35246633	-1.21546826	-0.68714592	-1.3980065	-1.27452605	-1.24045973	-1.5785576	-1.48984788	-0.48362984	-1.37331639	-1.27507539	-1.2576732	-0.92182207	-1.6123478	-1.29921509	-0.99514746	0.38223178	-0.65412118	-1.22018331	-1.41868298	-1.26124323	-1.30374333	-0.4415281	-0.78226099	-1.74398181	-1.44314392	-1.4632791	-1.6503841	-1.45782059	-1.65952137	-1.38759769	-1.40034627	-1.45567698	-1.45677265	-0.82231391	-1.50335995	-1.53297912	-0.86200846	-0.70199404	-0.77283264	-1.37187831	-1.37151528	-1.30179305	-1.28129353	-0.87565384	-1.44851555	0.49768407	-1.47653276	-1.55025701	-1.46288528	-1.47811769	-1.3968404	-1.47767338	-1.502313	-1.39391961	-1.33152734	-1.41471091	-1.26273621	-1.41852679	-1.35582331	-0.59382262	-0.83941167	-1.35046995	-1.35438055	-1.45743154	-0.02429903	-1.60222542	-1.3095832	-0.79172686	-1.44156652	-1.45205663	-1.49409722	-0.79117885	-1.29380915	-1.19065153	-1.23296201	-0.61924287	-1.17753038	0.45890927	-1.22017556	-1.25923655	-1.2470282	-1.27794426	-1.33849044	-1.36598943	-0.58035591	-0.49061232	-1.16745335
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas	-0.6814631	-1.4797357	-1.4418282	-1.4005464	-1.30846	-1.3023072	-1.3031087	-1.1753112	-0.9273592	-1.0870415	-0.8747705	-1.3379224	-1.4460849	-1.4873691	-1.2768054	-1.3770746	-1.3524663	-1.2154683	-1.3788431	-1.3980065	-1.2745261	-1.2404597	-1.5785576	-1.4898479	-1.1755128	-1.3733164	-1.2750754	-1.2576732	1.380763	-0.920325	-1.2992151	-1.6873738	-1.919451	-1.3457614	-0.5284288	-0.7266948	-1.2612432	-1.3037433	-1.8269496	0.3163513	-1.7439818	-1.4431439	-1.4632791	-1.6503841	-1.4578206	-0.2740523	-1.3875977	-1.4003463	-1.455677	-1.4567727	-1.5146389	-1.5033599	-1.5329791	-1.55441	-1.3942466	-1.4650755	-1.3718783	-1.3715153	-1.301793	-1.2812935	-1.5681087	-1.4485156	-1.5809037	-1.4765328	-1.550257	-1.4628853	-1.4781177	-1.3968404	-1.4776734	-1.502313	-1.3939196	-1.3315273	-1.4147109	-1.2627362	-1.4185268	-1.3558233	-1.2859342	-1.5317107	-1.35047	-1.3543806	-1.4574315	-1.4096404	-1.6022254	-1.3095832	-1.4840309	-1.4415665	-1.4520566	-1.4940972	-1.483453	-1.2938091	-1.1906515	-1.232962	-1.3109357	-1.1775304	-1.3314832	-1.2201756	-1.2592366	-1.2470282	-1.2779443	-1.3384904	-1.3659894	-1.2719054	-1.1822655	-1.1674534
